-38.0,341.0,FREE
-37.99382716049383,341.0,FREE
-37.98732065398731,340.9999999999999,FREE
-37.98048048048048,341.0,FREE
-37.97330663997329,340.9999999999999,FREE
-37.9657991324658,341.0,FREE
-37.957957957957966,341.0,FREE
-37.94978311644978,341.0,FREE
-37.941274607941274,341.00000000000006,FREE
-37.93243243243242,340.99999999999994,FREE
-37.923256589923255,341.0,FREE
-37.91374708041374,341.0,FREE
-37.9039039039039,340.9999999999999,FREE
-37.89372706039373,341.0,FREE
-37.88321654988321,340.99999999999994,FREE
-37.872372372372375,340.99999999999994,FREE
-37.86119452786121,341.00000000000006,FREE
-37.84968301634969,341.0,FREE
-37.837837837837846,341.00000000000006,FREE
-37.82565899232566,340.9999999999999,FREE
-37.81314647981315,341.0,FREE
-37.80030030030029,340.9999999999999,FREE
-37.78712045378712,341.0,FREE
-37.77360694027361,341.0,FREE
-37.759759759759746,340.99999999999994,FREE
-37.74557891224558,340.99999999999994,FREE
-37.73106439773106,340.99999999999994,FREE
-37.71621621621621,340.99999999999994,FREE
-37.701034367701034,341.00000000000006,FREE
-37.68551885218551,340.99999999999994,FREE
-37.66966966966967,341.0,FREE
-37.65348682015348,340.99999999999994,FREE
-37.636970303636964,341.0,FREE
-37.62012012012013,341.00000000000006,FREE
-37.602936269602935,340.99999999999994,FREE
-37.585418752085424,341.0,FREE
-37.56756756756756,340.99999999999994,FREE
-37.54938271604938,341.0,FREE
-37.53086419753085,340.99999999999994,FREE
-37.512012012012,340.99999999999994,FREE
-37.49282615949283,341.00000000000006,FREE
-37.4733066399733,340.9999999999999,FREE
-37.453453453453456,341.0,FREE
-37.43326659993326,341.0,FREE
-37.412746079412734,340.99999999999994,FREE
-37.391891891891895,341.0,FREE
-37.3707040373707,340.99999999999994,FREE
-37.34918251584918,340.99999999999994,FREE
-37.32732732732732,340.99999999999994,FREE
-37.30513847180513,340.9999999999999,FREE
-37.282615949282615,341.0,FREE
-37.25975975975976,340.99999999999994,FREE
-37.23656990323657,340.99999999999994,FREE
-37.21304637971304,340.99999999999994,FREE
-37.18918918918918,340.9999999999999,FREE
-37.164998331665,341.0,FREE
-37.14047380714047,341.0,FREE
-37.11561561561561,340.99999999999994,FREE
-37.09042375709042,341.0,FREE
-37.0648982315649,340.99999999999994,FREE
-37.03903903903905,341.0,FREE
-37.01284617951284,340.99999999999994,FREE
-36.98631965298632,341.0,FREE
-36.95945945945945,340.99999999999994,FREE
-36.93226559893226,340.99999999999994,FREE
-36.90473807140474,341.00000000000006,FREE
-36.87687687687688,340.99999999999994,FREE
-36.84868201534868,340.99999999999994,FREE
-36.82015348682015,341.0,FREE
-36.79129129129129,340.9999999999999,FREE
-36.7620954287621,341.00000000000006,FREE
-36.732565899232554,340.9999999999999,FREE
-36.70270270270271,341.0,FREE
-36.6725058391725,340.99999999999994,FREE
-36.641975308641975,340.99999999999994,FREE
-36.611111111111114,341.00000000000006,FREE
-36.57991324657991,340.99999999999994,FREE
-36.548381715048386,341.0,FREE
-36.51651651651651,341.0,FREE
-36.484317650984316,341.0,FREE
-36.451785118451795,341.00000000000006,FREE
-36.41891891891891,340.99999999999994,FREE
-36.38571905238572,340.99999999999994,FREE
-36.35218551885218,341.0,FREE
-36.31831831831832,341.0,FREE
-36.28411745078412,341.00000000000006,FREE
-36.24958291624958,340.99999999999994,FREE
-36.21471471471472,341.0,FREE
-36.17951284617951,341.0,FREE
-36.143977310643976,340.99999999999994,FREE
-36.10810810810811,341.00000000000006,FREE
-36.0719052385719,341.0,FREE
-36.03536870203536,340.99999999999994,FREE
-35.9984984984985,340.99999999999994,FREE
-35.961294627961294,340.99999999999994,FREE
-35.92375709042376,341.00000000000006,FREE
-35.885885885885884,341.0,FREE
-35.84768101434768,340.99999999999994,FREE
-35.80914247580914,341.0,FREE
-35.77027027027027,341.0,FREE
-35.73106439773106,340.99999999999994,FREE
-35.69152485819153,340.99999999999994,FREE
-35.65165165165165,341.0,FREE
-35.61144477811144,340.99999999999994,FREE
-35.5709042375709,341.0,FREE
-35.53003003003002,340.99999999999994,FREE
-35.488822155488826,341.0,FREE
-35.44728061394728,341.0,FREE
-35.4054054054054,341.0,FREE
-35.363196529863195,341.0,FREE
-35.320653987320654,341.0,FREE
-35.27777777777777,341.0,FREE
-35.23456790123456,340.99999999999994,FREE
-35.19102435769102,341.0,FREE
-35.147147147147145,341.0,FREE
-35.10293626960292,340.99999999999994,FREE
-35.05839172505839,341.0,FREE
-35.01351351351351,340.99999999999994,FREE
-34.9683016349683,340.99999999999994,FREE
-34.922756089422755,341.0,FREE
-34.87687687687687,341.0,FREE
-34.83066399733066,341.0,FREE
-34.784117450784116,340.99999999999994,FREE
-34.73723723723723,341.0,FREE
-34.69002335669003,340.99999999999994,FREE
-34.64247580914247,341.0,FREE
-34.5945945945946,340.99999999999994,FREE
-34.54637971304638,340.99999999999994,FREE
-34.497831164497825,341.0,FREE
-34.448948948948946,341.0,FREE
-34.399733066399726,341.0,FREE
-34.35018351685018,340.99999999999994,FREE
-34.30030030030029,340.99999999999994,FREE
-34.25008341675008,341.0,FREE
-34.199532866199526,340.99999999999994,FREE
-34.14864864864864,340.99999999999994,FREE
-34.097430764097425,340.99999999999994,FREE
-34.04587921254588,341.0,FREE
-33.99399399399399,340.99999999999994,FREE
-33.941775108441774,340.99999999999994,FREE
-33.889222555889226,341.0,FREE
-33.83633633633633,340.99999999999994,FREE
-33.783116449783115,341.0,FREE
-33.72956289622956,341.0,FREE
-33.67567567567568,341.0,FREE
-33.621454788121454,341.0,FREE
-33.56690023356689,340.9999999999999,FREE
-33.51201201201201,340.99999999999994,FREE
-33.456790123456784,341.0,FREE
-33.401234567901234,341.0,FREE
-33.34534534534534,341.0,FREE
-33.28912245578912,340.99999999999994,FREE
-33.23256589923256,341.0,FREE
-33.17567567567567,341.0,FREE
-33.11845178511845,341.0,FREE
-33.06089422756089,340.99999999999994,FREE
-33.003003003002995,340.99999999999994,FREE
-32.94477811144477,340.99999999999994,FREE
-32.88621955288622,341.0,FREE
-32.82732732732733,341.0,FREE
-32.7681014347681,340.99999999999994,FREE
-32.70854187520854,340.99999999999994,FREE
-32.64864864864864,340.99999999999994,FREE
-32.58842175508842,340.99999999999994,FREE
-32.52786119452786,341.0,FREE
-32.466966966966964,341.0,FREE
-32.40573907240573,341.0,FREE
-32.344177510844176,340.99999999999994,FREE
-32.28228228228228,341.0,FREE
-32.22005338672005,341.0,FREE
-32.15749082415749,341.0,FREE
-32.09459459459458,340.99999999999994,FREE
-32.03136469803136,340.9999999999999,FREE
-31.96780113446781,341.0,FREE
-31.903903903903906,341.0,FREE
-31.839673006339673,341.0,FREE
-31.775108441775103,340.99999999999994,FREE
-31.710210210210203,341.0,FREE
-31.644978311644977,341.0,FREE
-31.57941274607941,341.0,FREE
-31.513513513513516,341.0,FREE
-31.44728061394727,340.99999999999994,FREE
-31.380714047380717,341.0,FREE
-31.313813813813816,340.99999999999994,FREE
-31.246579913246578,341.0,FREE
-31.17901234567901,341.0,FREE
-31.111111111111107,340.99999999999994,FREE
-31.042876209542875,341.0,FREE
-30.974307640974306,341.0,FREE
-30.9054054054054,340.99999999999994,FREE
-30.83616950283617,341.00000000000006,FREE
-30.766599933266594,340.9999999999999,FREE
